transaction_id,customer_id,product_id,transaction_date,transaction_month,transaction_type,amount_myr,channel,status
T010690,C00357,P007,2023-01-19,2023-01,Purchase,220.83,Online Banking,Successful
T010691,C01296,P008,2023-09-30,2023-09,Transfer,156.72,Mobile App,Successful
T010692,C01687,P009,2024-08-06,2024-08,Bill Payment,282.13,ATM,Successful
T010693,C00061,P007,2023-06-04,2023-06,Refund,165.93,Online Banking,Successful
T010694,C01029,P003,2024-11-14,2024-11,Refund,253.14,Call Centre,Successful
T010695,C00294,P006,2023-07-19,2023-07,Withdrawal,500.0,Online Banking,Successful
T010696,C00318,P001,2023-11-18,2023-11,Purchase,828.44,Mobile App,Successful
T010697,C00128,P004,2023-01-09,2023-01,Purchase,1170.97,Online Banking,Successful
T010698,C01591,P002,2024-02-05,2024-02,Withdrawal,100.0,Mobile App,Successful
T010699,C00840,P008,2023-06-05,2023-06,Purchase,53.24,Branch,Successful
T010700,C00592,P005,2023-04-19,2023-04,Transfer,137.52,Mobile App,Successful
T010701,C01698,P002,2023-08-01,2023-08,Transfer,199.86,Online Banking,Successful
T010702,C00707,P002,2023-09-24,2023-09,Transfer,426.7,Online Banking,Reversed
T010703,C00819,P006,2024-07-02,2024-07,Purchase,80.74,Mobile App,Successful
T010704,C01601,P006,2023-11-03,2023-11,Withdrawal,2000.0,Mobile App,Successful
T010705,C00872,P010,2023-08-25,2023-08,Bill Payment,429.12,ATM,Successful
T010706,C01797,P007,2024-05-11,2024-05,Purchase,687.32,Branch,Successful
T010707,C00223,P010,2024-05-03,2024-05,Transfer,123.5,Branch,Successful
T010708,C00411,P003,2024-03-07,2024-03,Transfer,56.46,Call Centre,Successful
T010709,C01639,P003,2024-01-04,2024-01,Transfer,9068.21,Online Banking,Successful
T010710,C01886,P009,2023-12-03,2023-12,Purchase,579.19,Mobile App,Successful
T010711,C01168,P001,2024-09-18,2024-09,Purchase,182.42,ATM,Successful
T010712,C00776,P004,2024-08-19,2024-08,Bill Payment,636.47,Branch,Successful
T010713,C00210,P010,2024-08-19,2024-08,Purchase,213.38,Mobile App,Successful
T010714,C00558,P009,2024-07-24,2024-07,Purchase,635.16,Branch,Successful
T010715,C00075,P007,2024-11-24,2024-11,Purchase,291.59,Mobile App,Successful
T010716,C01736,P002,2024-06-29,2024-06,Top-Up,270.53,Mobile App,Successful
T010717,C01219,P008,2023-02-18,2023-02,Purchase,215.95,Online Banking,Successful
T010718,C01117,P009,2023-06-23,2023-06,Bill Payment,49.79,Online Banking,Successful
T010719,C00819,P010,2023-10-19,2023-10,Bill Payment,2062.97,Call Centre,Successful
T010720,C01557,P008,2023-10-25,2023-10,Purchase,86.86,Online Banking,Successful
T010721,C01492,P009,2023-08-15,2023-08,Purchase,54.82,Call Centre,Successful
T010722,C00563,P006,2023-07-29,2023-07,Transfer,193.61,ATM,Successful
T010723,C00346,P002,2023-08-10,2023-08,Bill Payment,84.98,Branch,Successful
T010724,C00448,P009,2024-01-29,2024-01,Refund,231.16,Mobile App,Successful
T010725,C00280,P007,2024-04-22,2024-04,Top-Up,521.41,Online Banking,Successful
T010726,C00131,P010,2023-10-22,2023-10,Purchase,731.31,Branch,Successful
T010727,C00671,P007,2023-05-22,2023-05,Bill Payment,599.56,Mobile App,Successful
T010728,C00732,P006,2023-08-03,2023-08,Top-Up,174.83,ATM,Failed
T010729,C01313,P005,2023-10-27,2023-10,Refund,258.41,Mobile App,Successful
T010730,C00087,P005,2024-06-10,2024-06,Transfer,383.24,Online Banking,Successful
T010731,C00584,P008,2023-04-12,2023-04,Withdrawal,500.0,Mobile App,Successful
T010732,C00218,P008,2024-04-13,2024-04,Purchase,458.35,ATM,Successful
T010733,C01217,P007,2024-01-11,2024-01,Purchase,49.25,Online Banking,Successful
T010734,C00106,P003,2023-07-22,2023-07,Transfer,2308.56,Mobile App,Successful
T010735,C00612,P001,2024-04-27,2024-04,Transfer,156.81,Call Centre,Successful
T010736,C00167,P001,2023-11-22,2023-11,Transfer,199.66,Online Banking,Successful
T010737,C00176,P004,2024-03-29,2024-03,Purchase,104.93,Online Banking,Successful
T010738,C01868,P010,2024-10-06,2024-10,Transfer,122.37,Mobile App,Successful
T010739,C00315,P010,2023-04-15,2023-04,Purchase,2985.44,Call Centre,Successful
T010740,C00904,P008,2024-07-08,2024-07,Refund,688.43,Call Centre,Successful
T010741,C01591,P006,2024-09-16,2024-09,Withdrawal,2000.0,Mobile App,Successful
T010742,C00357,P009,2024-08-26,2024-08,Bill Payment,1280.02,Branch,Successful
T010743,C00947,P007,2024-08-24,2024-08,Withdrawal,100.0,ATM,Successful
T010744,C01089,P004,2023-09-25,2023-09,Transfer,179.59,Call Centre,Successful
T010745,C00839,P005,2024-03-08,2024-03,Withdrawal,2000.0,Online Banking,Successful
T010746,C01326,P001,2023-03-10,2023-03,Transfer,240.7,Branch,Successful
T010747,C00670,P001,2024-09-30,2024-09,Purchase,2142.73,Mobile App,Successful
T010748,C00832,P002,2023-04-09,2023-04,Bill Payment,101.91,Call Centre,Successful
T010749,C00951,P007,2024-04-07,2024-04,Purchase,287.32,Online Banking,Successful
T010750,C00043,P001,2024-06-02,2024-06,Purchase,152.79,ATM,Successful
T010751,C00615,P007,2023-10-17,2023-10,Transfer,50.59,Branch,Failed
T010752,C00089,P008,2023-09-24,2023-09,Transfer,2726.58,Online Banking,Successful
T010753,C01716,P010,2023-09-06,2023-09,Top-Up,66.7,Mobile App,Successful
T010754,C01408,P006,2024-08-07,2024-08,Purchase,311.73,Branch,Successful
T010755,C00522,P010,2024-03-29,2024-03,Purchase,36.06,Branch,Successful
T010756,C00741,P008,2023-12-01,2023-12,Purchase,157.75,Mobile App,Successful
T010757,C01756,P001,2023-07-16,2023-07,Purchase,389.23,Mobile App,Successful
T010758,C01735,P007,2024-03-28,2024-03,Purchase,98.77,Mobile App,Successful
T010759,C01569,P001,2023-05-08,2023-05,Transfer,466.6,Online Banking,Successful
T010760,C00374,P008,2024-09-18,2024-09,Purchase,182.01,Branch,Successful
T010761,C00705,P005,2023-02-07,2023-02,Top-Up,876.64,Mobile App,Successful
T010762,C00751,P007,2024-09-08,2024-09,Refund,1094.37,Branch,Successful
T010763,C00414,P005,2024-07-26,2024-07,Purchase,128.33,Branch,Successful
T010764,C01310,P006,2023-08-04,2023-08,Withdrawal,200.0,Branch,Successful
T010765,C01478,P003,2023-05-28,2023-05,Purchase,299.41,Online Banking,Successful
T010766,C00198,P002,2024-01-05,2024-01,Bill Payment,483.61,Mobile App,Successful
T010767,C01548,P010,2023-04-03,2023-04,Top-Up,248.59,Online Banking,Successful
T010768,C01364,P009,2024-10-31,2024-10,Bill Payment,301.64,Online Banking,Successful
T010769,C00907,P010,2023-05-29,2023-05,Top-Up,187.21,Branch,Successful
T010770,C01266,P007,2024-11-16,2024-11,Transfer,277.76,Online Banking,Successful
T010771,C01662,P003,2024-09-19,2024-09,Transfer,1020.18,Online Banking,Successful
T010772,C00671,P009,2023-06-22,2023-06,Transfer,498.05,Mobile App,Successful
T010773,C00571,P003,2023-04-06,2023-04,Refund,529.21,Branch,Successful
T010774,C01419,P009,2023-07-07,2023-07,Transfer,542.06,Mobile App,Successful
T010775,C00194,P005,2023-12-25,2023-12,Transfer,206.61,Call Centre,Successful
T010776,C01354,P006,2023-10-17,2023-10,Refund,347.48,Online Banking,Successful
T010777,C00657,P010,2024-12-20,2024-12,Transfer,74.17,Call Centre,Successful
T010778,C00289,P005,2023-10-27,2023-10,Bill Payment,988.01,Mobile App,Successful
T010779,C00123,P008,2024-06-10,2024-06,Top-Up,11.46,Mobile App,Successful
T010780,C00677,P001,2024-07-15,2024-07,Bill Payment,222.32,Mobile App,Successful
T010781,C00553,P001,2024-07-07,2024-07,Bill Payment,858.33,Branch,Successful
T010782,C00945,P003,2023-09-07,2023-09,Top-Up,54.58,ATM,Successful
T010783,C00501,P006,2023-04-13,2023-04,Bill Payment,379.84,Branch,Successful
T010784,C00766,P002,2023-11-21,2023-11,Withdrawal,200.0,Online Banking,Successful
T010785,C00869,P008,2024-08-29,2024-08,Purchase,163.09,Online Banking,Successful
T010786,C00013,P010,2023-11-05,2023-11,Transfer,692.66,Online Banking,Successful
T010787,C00840,P004,2024-05-15,2024-05,Bill Payment,304.25,Branch,Successful
T010788,C01987,P002,2023-11-30,2023-11,Purchase,26.11,Call Centre,Successful
T010789,C00812,P004,2023-10-31,2023-10,Purchase,83.59,Online Banking,Reversed
T010790,C00359,P010,2024-08-10,2024-08,Purchase,715.42,Call Centre,Successful
T010791,C01618,P004,2024-02-01,2024-02,Purchase,400.95,Mobile App,Successful
T010792,C01216,P008,2024-03-29,2024-03,Transfer,1673.96,Online Banking,Successful
T010793,C00958,P009,2024-05-28,2024-05,Transfer,1557.62,Mobile App,Successful
T010794,C00061,P005,2024-04-16,2024-04,Transfer,167.93,Online Banking,Successful
T010795,C00020,P004,2023-08-02,2023-08,Bill Payment,3841.28,Online Banking,Successful
T010796,C00216,P003,2023-08-22,2023-08,Purchase,251.37,Branch,Successful
T010797,C00212,P002,2024-12-23,2024-12,Purchase,84.87,Online Banking,Successful
T010798,C00218,P006,2024-12-03,2024-12,Transfer,121.88,Call Centre,Successful
T010799,C00172,P003,2023-03-27,2023-03,Withdrawal,300.0,Branch,Successful
T010800,C01107,P001,2024-12-18,2024-12,Bill Payment,1433.28,Mobile App,Successful
T010801,C00795,P007,2024-01-17,2024-01,Bill Payment,1414.09,Mobile App,Successful
T010802,C00811,P002,2024-12-28,2024-12,Purchase,80.07,Branch,Successful
T010803,C00201,P005,2024-11-22,2024-11,Transfer,190.44,Call Centre,Successful
T010804,C01663,P009,2024-02-06,2024-02,Purchase,271.83,Mobile App,Successful
T010805,C00180,P008,2023-11-11,2023-11,Purchase,85.08,Mobile App,Successful
T010806,C00516,P010,2024-11-15,2024-11,Bill Payment,35.49,Online Banking,Successful
T010807,C01911,P010,2023-09-28,2023-09,Bill Payment,194.15,Mobile App,Successful
T010808,C00818,P004,2024-08-05,2024-08,Purchase,171.88,Branch,Successful
T010809,C01165,P005,2023-03-26,2023-03,Bill Payment,159.61,Online Banking,Successful
T010810,C00055,P002,2023-12-23,2023-12,Purchase,312.62,Mobile App,Successful
T010811,C01659,P007,2023-09-08,2023-09,Withdrawal,300.0,Online Banking,Successful
T010812,C01930,P007,2024-03-30,2024-03,Transfer,175.32,Mobile App,Successful
T010813,C00567,P005,2023-11-18,2023-11,Transfer,295.15,Mobile App,Successful
T010814,C00707,P010,2024-06-09,2024-06,Top-Up,544.33,ATM,Failed
T010815,C01137,P007,2023-09-07,2023-09,Withdrawal,2000.0,Online Banking,Successful
T010816,C00408,P006,2023-01-09,2023-01,Top-Up,124.48,ATM,Failed
T010817,C00184,P002,2023-05-11,2023-05,Refund,272.06,Online Banking,Successful
T010818,C01333,P002,2024-01-28,2024-01,Purchase,446.88,Mobile App,Successful
T010819,C00754,P003,2023-01-26,2023-01,Transfer,70.73,Mobile App,Successful
T010820,C01422,P010,2024-07-31,2024-07,Bill Payment,982.3,Mobile App,Successful
T010821,C01319,P002,2024-08-13,2024-08,Transfer,1181.75,Online Banking,Successful
T010822,C00808,P004,2024-10-08,2024-10,Transfer,110.49,Online Banking,Successful
T010823,C00323,P009,2024-03-30,2024-03,Bill Payment,302.79,Branch,Successful
T010824,C00900,P007,2024-07-04,2024-07,Purchase,495.97,Mobile App,Reversed
T010825,C01786,P002,2023-01-23,2023-01,Purchase,134.27,Branch,Successful
T010826,C00638,P001,2023-06-29,2023-06,Top-Up,415.62,Mobile App,Successful
T010827,C00860,P006,2024-10-22,2024-10,Bill Payment,292.83,Branch,Successful
T010828,C02000,P004,2023-03-07,2023-03,Bill Payment,48.68,Mobile App,Successful
T010829,C01849,P009,2023-06-12,2023-06,Transfer,405.48,Online Banking,Successful
T010830,C00039,P009,2024-10-17,2024-10,Transfer,72.96,Branch,Successful
T010831,C01021,P005,2024-06-19,2024-06,Top-Up,687.54,Branch,Successful
T010832,C00834,P004,2024-05-01,2024-05,Withdrawal,100.0,Branch,Successful
T010833,C01292,P007,2024-08-25,2024-08,Purchase,204.91,Mobile App,Successful
T010834,C00905,P004,2023-06-26,2023-06,Bill Payment,1107.11,Online Banking,Successful
T010835,C01009,P008,2024-08-26,2024-08,Refund,422.43,Online Banking,Failed
T010836,C01529,P001,2024-06-18,2024-06,Transfer,74.63,Mobile App,Successful
T010837,C00854,P002,2024-09-07,2024-09,Transfer,80.13,Online Banking,Successful
T010838,C01695,P001,2024-01-22,2024-01,Transfer,126.57,Online Banking,Successful
T010839,C01447,P010,2024-09-07,2024-09,Withdrawal,500.0,Branch,Successful
T010840,C01767,P005,2023-04-18,2023-04,Withdrawal,2000.0,Mobile App,Reversed
T010841,C00945,P009,2024-02-17,2024-02,Transfer,96.79,Branch,Successful
T010842,C01104,P008,2024-06-07,2024-06,Bill Payment,67.77,Online Banking,Successful
T010843,C01076,P007,2024-03-26,2024-03,Bill Payment,333.53,Mobile App,Successful
T010844,C01241,P006,2023-10-23,2023-10,Refund,200.33,Mobile App,Successful
T010845,C00974,P007,2023-06-24,2023-06,Transfer,2625.27,Online Banking,Successful
T010846,C01653,P009,2024-08-02,2024-08,Purchase,254.75,Mobile App,Successful
T010847,C00713,P006,2023-12-11,2023-12,Refund,1800.25,Online Banking,Successful
T010848,C01243,P010,2024-06-01,2024-06,Purchase,67.53,Online Banking,Reversed
T010849,C01218,P010,2023-12-20,2023-12,Purchase,43.36,Branch,Successful
T010850,C01724,P004,2023-04-19,2023-04,Refund,71.37,ATM,Reversed
T010851,C00510,P001,2023-12-01,2023-12,Bill Payment,905.1,Mobile App,Successful
T010852,C01630,P006,2023-09-27,2023-09,Transfer,1688.7,Call Centre,Successful
T010853,C01151,P001,2024-03-11,2024-03,Transfer,103.5,Mobile App,Successful
T010854,C00356,P006,2023-03-26,2023-03,Transfer,147.43,Mobile App,Successful
T010855,C01527,P006,2024-11-13,2024-11,Transfer,67.63,Mobile App,Successful
T010856,C00208,P008,2024-11-02,2024-11,Transfer,33.35,Mobile App,Successful
T010857,C01671,P001,2024-09-20,2024-09,Transfer,539.29,Online Banking,Successful
T010858,C01961,P004,2024-11-01,2024-11,Top-Up,312.72,Call Centre,Successful
T010859,C00561,P008,2023-09-24,2023-09,Bill Payment,247.53,Mobile App,Successful
T010860,C00088,P001,2023-11-01,2023-11,Transfer,52.45,Branch,Successful
T010861,C01295,P001,2023-01-10,2023-01,Bill Payment,1486.16,Online Banking,Successful
T010862,C01977,P008,2024-11-02,2024-11,Bill Payment,140.65,Mobile App,Successful
T010863,C00771,P004,2023-10-11,2023-10,Transfer,440.09,Branch,Successful
T010864,C00656,P009,2024-06-06,2024-06,Top-Up,49.4,Mobile App,Successful
T010865,C00599,P001,2024-10-05,2024-10,Purchase,198.43,Online Banking,Successful
T010866,C00509,P009,2024-12-28,2024-12,Purchase,337.14,Online Banking,Reversed
T010867,C00034,P008,2024-06-18,2024-06,Transfer,350.65,Online Banking,Successful
T010868,C01681,P001,2023-03-31,2023-03,Purchase,290.07,Branch,Successful
T010869,C00794,P001,2024-03-17,2024-03,Bill Payment,421.57,Mobile App,Successful
T010870,C01903,P002,2024-04-30,2024-04,Bill Payment,70.56,Call Centre,Successful
T010871,C01919,P007,2024-05-26,2024-05,Purchase,304.02,ATM,Successful
T010872,C01634,P005,2023-06-22,2023-06,Purchase,277.31,Branch,Successful
T010873,C00077,P001,2023-02-07,2023-02,Purchase,315.72,Mobile App,Successful
T010874,C00009,P007,2023-07-09,2023-07,Purchase,264.96,Branch,Successful
T010875,C00017,P007,2024-07-02,2024-07,Bill Payment,60.31,Call Centre,Successful
T010876,C01243,P001,2024-08-19,2024-08,Purchase,57.42,Online Banking,Successful
T010877,C01949,P007,2024-10-15,2024-10,Withdrawal,200.0,Mobile App,Successful
T010878,C00633,P006,2023-02-06,2023-02,Bill Payment,601.42,Online Banking,Successful
T010879,C00981,P010,2024-11-27,2024-11,Purchase,608.15,Branch,Successful
T010880,C01225,P003,2023-05-09,2023-05,Purchase,618.88,Branch,Successful
T010881,C01317,P006,2023-05-14,2023-05,Purchase,342.91,Call Centre,Successful
T010882,C01950,P004,2023-12-18,2023-12,Bill Payment,23.42,Online Banking,Successful
T010883,C00251,P009,2023-07-27,2023-07,Bill Payment,79.09,Mobile App,Successful
T010884,C00702,P008,2024-05-06,2024-05,Transfer,295.14,Branch,Successful
T010885,C01812,P007,2023-06-05,2023-06,Purchase,284.03,Mobile App,Successful
T010886,C01054,P005,2024-11-26,2024-11,Bill Payment,191.52,Call Centre,Successful
T010887,C01838,P005,2024-05-06,2024-05,Bill Payment,367.16,Online Banking,Successful
T010888,C01173,P004,2024-03-07,2024-03,Top-Up,247.85,Branch,Successful
T010889,C00770,P009,2023-06-24,2023-06,Bill Payment,279.46,Mobile App,Successful
T010890,C01570,P002,2023-09-22,2023-09,Bill Payment,121.15,ATM,Successful
T010891,C00061,P002,2024-10-12,2024-10,Purchase,720.69,Call Centre,Successful
T010892,C00578,P001,2023-04-07,2023-04,Transfer,152.35,Online Banking,Successful
T010893,C00685,P010,2023-04-03,2023-04,Purchase,56.62,Online Banking,Successful
T010894,C01433,P002,2023-08-23,2023-08,Purchase,104.78,Call Centre,Successful
T010895,C01251,P006,2023-12-04,2023-12,Transfer,166.78,Branch,Successful
T010896,C00875,P002,2024-11-07,2024-11,Bill Payment,730.26,Mobile App,Successful
T010897,C01685,P010,2023-11-01,2023-11,Top-Up,233.58,Online Banking,Successful
T010898,C01540,P003,2024-01-05,2024-01,Purchase,199.38,Branch,Successful
T010899,C00059,P007,2024-01-02,2024-01,Bill Payment,61.96,Mobile App,Successful
T010900,C01335,P005,2023-10-09,2023-10,Purchase,580.58,ATM,Successful
T010901,C01192,P006,2024-07-27,2024-07,Bill Payment,119.44,Mobile App,Successful
T010902,C01675,P002,2024-10-22,2024-10,Transfer,219.2,Online Banking,Successful
T010903,C01584,P007,2023-07-13,2023-07,Top-Up,1246.63,Mobile App,Successful
T010904,C01424,P008,2024-05-04,2024-05,Purchase,428.22,Call Centre,Successful
T010905,C01110,P009,2023-08-23,2023-08,Purchase,40.81,ATM,Successful
T010906,C00500,P005,2024-08-23,2024-08,Top-Up,34.94,ATM,Successful
T010907,C00796,P004,2024-09-03,2024-09,Transfer,227.98,Online Banking,Successful
T010908,C00754,P005,2023-09-22,2023-09,Bill Payment,64.46,Mobile App,Successful
T010909,C00695,P006,2023-10-25,2023-10,Transfer,499.4,Mobile App,Successful
T010910,C00320,P004,2024-10-24,2024-10,Bill Payment,256.34,Branch,Successful
T010911,C00069,P009,2024-12-11,2024-12,Bill Payment,293.51,Call Centre,Successful
T010912,C01756,P005,2023-08-06,2023-08,Top-Up,112.46,Branch,Successful
T010913,C00307,P009,2023-06-12,2023-06,Transfer,1661.58,Mobile App,Successful
T010914,C00927,P007,2024-06-21,2024-06,Refund,5579.49,Mobile App,Successful
T010915,C00141,P001,2023-12-31,2023-12,Purchase,180.11,Online Banking,Successful
T010916,C01193,P003,2024-08-18,2024-08,Withdrawal,200.0,Online Banking,Successful
T010917,C00772,P004,2023-09-29,2023-09,Transfer,272.37,Mobile App,Successful
T010918,C01612,P004,2024-10-31,2024-10,Transfer,183.89,Mobile App,Successful
T010919,C01030,P005,2024-10-23,2024-10,Withdrawal,1000.0,Branch,Successful
T010920,C00529,P006,2024-05-13,2024-05,Transfer,74.18,Mobile App,Successful
T010921,C01089,P007,2024-07-12,2024-07,Transfer,70.16,Online Banking,Successful
T010922,C00618,P006,2023-04-09,2023-04,Purchase,382.13,Online Banking,Successful
T010923,C00153,P009,2024-03-26,2024-03,Bill Payment,138.15,Call Centre,Successful
T010924,C00080,P001,2023-07-23,2023-07,Purchase,14.35,Branch,Successful
T010925,C00274,P008,2023-11-29,2023-11,Top-Up,399.15,Mobile App,Successful
T010926,C00805,P004,2023-05-12,2023-05,Purchase,234.61,Online Banking,Successful
T010927,C01009,P009,2023-09-03,2023-09,Transfer,1076.36,Mobile App,Successful
T010928,C01379,P001,2023-06-01,2023-06,Bill Payment,368.87,Online Banking,Successful
T010929,C00756,P006,2024-07-11,2024-07,Purchase,48.11,Mobile App,Successful
T010930,C00827,P002,2024-04-21,2024-04,Refund,21.06,Mobile App,Successful
T010931,C00962,P001,2023-03-27,2023-03,Bill Payment,110.89,Branch,Successful
T010932,C01014,P003,2023-04-27,2023-04,Transfer,123.02,Branch,Successful
T010933,C00825,P001,2024-03-20,2024-03,Bill Payment,690.54,Online Banking,Successful
T010934,C01035,P005,2023-09-15,2023-09,Transfer,242.32,Mobile App,Successful
T010935,C00179,P008,2023-07-18,2023-07,Purchase,851.55,Branch,Successful
T010936,C01742,P003,2023-10-13,2023-10,Top-Up,56.98,Mobile App,Successful
T010937,C00329,P008,2023-10-19,2023-10,Purchase,707.54,Call Centre,Successful
T010938,C00788,P010,2023-08-05,2023-08,Refund,540.82,Mobile App,Successful
T010939,C01002,P005,2024-12-20,2024-12,Purchase,26.57,ATM,Successful
T010940,C01783,P001,2023-12-05,2023-12,Purchase,1048.25,Online Banking,Successful
T010941,C01703,P001,2023-12-28,2023-12,Purchase,271.19,Mobile App,Successful
T010942,C01949,P005,2023-12-23,2023-12,Purchase,376.62,Call Centre,Successful
T010943,C00478,P006,2023-01-13,2023-01,Bill Payment,94.5,Call Centre,Successful
T010944,C01866,P010,2023-06-26,2023-06,Transfer,995.03,Call Centre,Successful
T010945,C01324,P003,2024-03-12,2024-03,Purchase,66.39,Online Banking,Successful
T010946,C00524,P002,2024-06-19,2024-06,Refund,611.12,Mobile App,Successful
T010947,C00365,P009,2024-04-07,2024-04,Purchase,603.45,Branch,Successful
T010948,C00880,P002,2023-08-10,2023-08,Bill Payment,83.8,Mobile App,Successful
T010949,C00318,P004,2024-08-23,2024-08,Bill Payment,2168.33,Mobile App,Successful
T010950,C00574,P005,2023-12-03,2023-12,Purchase,315.66,Call Centre,Successful
T010951,C00957,P007,2024-10-28,2024-10,Bill Payment,502.34,Branch,Successful
T010952,C00924,P009,2024-03-05,2024-03,Transfer,45.61,ATM,Successful
T010953,C00827,P005,2023-10-23,2023-10,Bill Payment,2513.68,Branch,Successful
T010954,C00930,P001,2024-05-20,2024-05,Transfer,63.62,Online Banking,Successful
T010955,C01382,P010,2024-09-18,2024-09,Purchase,755.5,Online Banking,Successful
T010956,C00359,P009,2024-09-27,2024-09,Bill Payment,81.92,Online Banking,Successful
T010957,C01515,P007,2024-11-24,2024-11,Top-Up,123.86,Branch,Successful
T010958,C00409,P002,2023-04-14,2023-04,Bill Payment,582.67,Online Banking,Successful
T010959,C01594,P008,2023-10-05,2023-10,Top-Up,757.72,ATM,Successful
T010960,C00576,P007,2024-02-16,2024-02,Bill Payment,60.44,Online Banking,Successful
T010961,C00701,P001,2024-01-07,2024-01,Transfer,812.02,Mobile App,Successful
T010962,C00476,P005,2023-05-11,2023-05,Transfer,772.38,Mobile App,Successful
T010963,C01363,P001,2024-07-02,2024-07,Transfer,87.2,Mobile App,Successful
T010964,C00739,P005,2024-08-07,2024-08,Refund,1420.14,Mobile App,Successful
T010965,C00766,P001,2024-12-04,2024-12,Purchase,49.28,Call Centre,Successful
T010966,C00442,P005,2023-06-25,2023-06,Transfer,123.07,Mobile App,Reversed
T010967,C01557,P009,2024-07-29,2024-07,Purchase,414.43,Online Banking,Successful
T010968,C00006,P003,2024-08-06,2024-08,Transfer,95.69,Mobile App,Successful
T010969,C01851,P005,2024-07-28,2024-07,Purchase,327.08,Online Banking,Successful
T010970,C01417,P009,2024-04-05,2024-04,Bill Payment,319.0,Online Banking,Successful
T010971,C00706,P003,2023-02-06,2023-02,Purchase,199.18,Mobile App,Successful
T010972,C01771,P002,2023-03-29,2023-03,Purchase,611.33,Call Centre,Successful
T010973,C00887,P004,2023-02-09,2023-02,Purchase,190.34,Mobile App,Failed
T010974,C00870,P006,2023-09-07,2023-09,Transfer,315.67,Mobile App,Successful
T010975,C01127,P010,2024-07-16,2024-07,Transfer,863.61,Call Centre,Successful
T010976,C01835,P002,2024-11-04,2024-11,Transfer,583.91,Branch,Successful
T010977,C01141,P009,2023-06-18,2023-06,Bill Payment,580.92,Mobile App,Successful
T010978,C00707,P002,2024-11-16,2024-11,Transfer,69.12,Branch,Successful
T010979,C01197,P004,2023-09-16,2023-09,Transfer,435.84,Online Banking,Successful
T010980,C01666,P009,2023-01-07,2023-01,Purchase,93.1,Mobile App,Successful
T010981,C00354,P008,2023-05-12,2023-05,Withdrawal,2000.0,Online Banking,Successful
T010982,C00165,P002,2023-04-02,2023-04,Transfer,226.13,ATM,Successful
T010983,C00483,P002,2023-03-08,2023-03,Purchase,90.49,Call Centre,Successful
T010984,C01116,P006,2023-12-16,2023-12,Transfer,583.87,Mobile App,Successful
T010985,C01764,P010,2024-12-03,2024-12,Withdrawal,200.0,Call Centre,Successful
T010986,C01804,P003,2023-09-14,2023-09,Purchase,30.18,Mobile App,Successful
T010987,C00791,P010,2024-02-12,2024-02,Purchase,98.38,Online Banking,Successful
T010988,C00680,P010,2023-04-19,2023-04,Purchase,49.12,Online Banking,Successful
T010989,C01176,P008,2024-11-02,2024-11,Withdrawal,500.0,Mobile App,Successful
T010990,C00561,P004,2024-11-20,2024-11,Refund,403.71,ATM,Successful
T010991,C00389,P009,2024-03-31,2024-03,Refund,187.44,Branch,Successful
T010992,C00150,P001,2024-02-25,2024-02,Bill Payment,127.9,Call Centre,Reversed
T010993,C00463,P006,2024-12-20,2024-12,Transfer,1022.69,Call Centre,Successful
T010994,C00252,P008,2024-05-03,2024-05,Transfer,19.39,Call Centre,Successful
T010995,C00592,P001,2023-03-22,2023-03,Withdrawal,200.0,Online Banking,Successful
T010996,C01965,P005,2024-01-04,2024-01,Purchase,134.46,Mobile App,Successful
T010997,C01094,P001,2024-05-28,2024-05,Withdrawal,200.0,Mobile App,Successful
T010998,C00713,P007,2023-04-20,2023-04,Transfer,136.99,Mobile App,Failed
T010999,C01152,P004,2024-05-23,2024-05,Bill Payment,1335.65,Branch,Successful
T011000,C01898,P002,2024-11-20,2024-11,Purchase,63.18,ATM,Successful
T011001,C01537,P004,2024-02-11,2024-02,Refund,247.87,Mobile App,Successful
T011002,C01437,P008,2024-02-12,2024-02,Purchase,437.11,Mobile App,Successful
T011003,C00287,P008,2023-06-27,2023-06,Purchase,41.59,Call Centre,Successful
T011004,C00636,P004,2023-11-29,2023-11,Transfer,88.95,Mobile App,Failed
T011005,C00115,P002,2023-11-23,2023-11,Purchase,207.89,Call Centre,Successful
T011006,C00608,P009,2024-01-30,2024-01,Bill Payment,92.27,Mobile App,Successful
T011007,C01867,P009,2023-07-12,2023-07,Bill Payment,99.77,Mobile App,Successful
T011008,C00917,P010,2023-04-25,2023-04,Top-Up,166.53,Mobile App,Successful
T011009,C00819,P006,2024-08-07,2024-08,Bill Payment,499.97,Online Banking,Successful
T011010,C00035,P004,2023-07-03,2023-07,Bill Payment,167.84,Branch,Successful
T011011,C01045,P010,2023-04-26,2023-04,Withdrawal,200.0,Mobile App,Successful
T011012,C01393,P006,2024-06-01,2024-06,Bill Payment,81.65,Online Banking,Successful
T011013,C00657,P005,2023-12-05,2023-12,Refund,61.74,Mobile App,Successful
T011014,C01933,P004,2024-04-14,2024-04,Bill Payment,2036.48,Branch,Successful
T011015,C01040,P010,2023-07-25,2023-07,Bill Payment,118.66,Online Banking,Successful
T011016,C01073,P006,2023-01-19,2023-01,Purchase,57.86,Mobile App,Successful
T011017,C00794,P001,2024-02-09,2024-02,Transfer,36.01,Call Centre,Successful
T011018,C00817,P003,2023-10-02,2023-10,Purchase,798.4,ATM,Successful
T011019,C01933,P004,2024-10-09,2024-10,Refund,168.1,Branch,Successful
