complaint_id,customer_id,product_id,complaint_category,filed_date,resolved_date,resolution_days,sla_target_days,sla_breached,channel,status,csat_score
CMP00520,C00681,P009,Account Access,2023-01-05,2023-01-17,12,3,1,Online Banking,Resolved,5
CMP00521,C00109,P006,Loan Statement Error,2024-01-14,2024-01-15,1,7,0,Call Centre,Pending,4
CMP00522,C00543,P002,Loan Statement Error,2023-05-31,2023-06-15,15,7,1,Call Centre,Pending,4
CMP00523,C01154,P003,Incorrect Charges,2023-01-29,2023-01-30,1,5,0,ATM,Resolved,4
CMP00524,C00588,P003,Account Access,2023-11-10,2023-11-16,6,3,1,Online Banking,Resolved,5
CMP00525,C00834,P004,Online Banking Issue,2023-11-09,2023-11-11,2,3,0,Branch,Escalated,4
CMP00526,C01831,P002,Account Access,2023-05-10,2023-05-18,8,3,1,Online Banking,Escalated,4
CMP00527,C00512,P001,Fraud Report,2024-08-16,2024-08-17,1,1,0,Call Centre,Resolved,4
CMP00528,C01625,P010,Card Blocked / Lost,2023-01-25,2023-01-27,2,2,0,Mobile App,Resolved,5
CMP00529,C01815,P010,Loan Statement Error,2023-02-26,2023-03-15,17,7,1,Mobile App,Resolved,4
CMP00530,C01949,P002,Incorrect Charges,2023-09-08,2023-09-18,10,5,1,ATM,Resolved,4
CMP00531,C01104,P010,Transaction Dispute,2023-05-21,2023-05-24,3,5,0,Mobile App,Resolved,5
CMP00532,C01256,P007,Online Banking Issue,2024-03-05,2024-03-07,2,3,0,Online Banking,Escalated,4
CMP00533,C01743,P004,Transaction Dispute,2024-02-22,2024-02-27,5,5,0,Branch,Resolved,4
CMP00534,C01701,P003,Fraud Report,2024-07-01,2024-07-02,1,1,0,Mobile App,Escalated,2
CMP00535,C01645,P008,Incorrect Charges,2023-03-06,2023-03-13,7,5,1,Branch,Pending,4
CMP00536,C00342,P002,Loan Statement Error,2023-08-22,2023-08-28,6,7,0,Mobile App,Resolved,4
CMP00537,C00360,P009,Incorrect Charges,2024-10-16,2024-10-19,3,5,0,Call Centre,Resolved,5
CMP00538,C01197,P001,Incorrect Charges,2023-05-11,2023-05-12,1,5,0,Call Centre,Resolved,5
CMP00539,C00545,P002,Loan Statement Error,2024-11-14,2024-11-15,1,7,0,Branch,Pending,4
CMP00540,C01277,P002,Online Banking Issue,2024-04-13,2024-04-15,2,3,0,Online Banking,Resolved,5
CMP00541,C01249,P010,Online Banking Issue,2023-03-04,2023-03-12,8,3,1,Online Banking,Pending,5
CMP00542,C00685,P006,Fraud Report,2024-01-14,2024-01-15,1,1,0,Online Banking,Resolved,4
CMP00543,C01968,P010,Incorrect Charges,2023-04-16,2023-04-18,2,5,0,Branch,Resolved,5
CMP00544,C01930,P009,Incorrect Charges,2024-05-03,2024-05-05,2,5,0,Online Banking,Pending,5
CMP00545,C01085,P008,Incorrect Charges,2024-11-02,2024-11-05,3,5,0,Online Banking,Resolved,2
CMP00546,C00727,P003,Fraud Report,2024-08-22,2024-08-23,1,1,0,Mobile App,Resolved,4
CMP00547,C00593,P007,Poor Service,2023-11-26,2023-11-30,4,10,0,Online Banking,Resolved,5
CMP00548,C01748,P003,Online Banking Issue,2023-10-09,2023-10-20,11,3,1,ATM,Resolved,2
CMP00549,C00508,P009,Incorrect Charges,2024-03-05,2024-03-13,8,5,1,Online Banking,Pending,5
CMP00550,C00520,P008,Transaction Dispute,2023-03-23,2023-04-05,13,5,1,Mobile App,Resolved,3
CMP00551,C00472,P005,Account Access,2023-06-28,2023-07-01,3,3,0,Mobile App,Escalated,4
CMP00552,C00920,P005,Fraud Report,2024-05-13,2024-05-14,1,1,0,Mobile App,Resolved,4
CMP00553,C00020,P007,Account Access,2023-01-03,2023-01-05,2,3,0,Call Centre,Resolved,4
CMP00554,C00302,P007,Transaction Dispute,2023-12-05,2023-12-07,2,5,0,Online Banking,Pending,4
CMP00555,C01480,P007,Poor Service,2023-01-10,2023-01-20,10,10,0,Call Centre,Escalated,5
CMP00556,C01228,P002,Online Banking Issue,2023-07-23,2023-07-24,1,3,0,Mobile App,Escalated,4
CMP00557,C00314,P009,Loan Statement Error,2023-03-21,2023-03-24,3,7,0,Mobile App,Resolved,3
CMP00558,C00738,P008,Poor Service,2024-05-28,2024-06-03,6,10,0,Branch,Resolved,4
CMP00559,C00594,P001,Card Blocked / Lost,2024-10-17,2024-10-18,1,2,0,ATM,Resolved,1
CMP00560,C00934,P006,Online Banking Issue,2024-06-15,2024-06-17,2,3,0,Online Banking,Escalated,4
CMP00561,C01835,P003,Incorrect Charges,2024-12-13,2024-12-20,7,5,1,Call Centre,Resolved,5
CMP00562,C00422,P007,Incorrect Charges,2023-10-29,2023-11-08,10,5,1,Branch,Resolved,5
CMP00563,C00871,P004,Loan Statement Error,2024-01-11,2024-01-14,3,7,0,Call Centre,Resolved,5
CMP00564,C01568,P009,Incorrect Charges,2024-01-29,2024-02-02,4,5,0,Mobile App,Resolved,4
CMP00565,C00470,P010,Fraud Report,2023-03-01,2023-03-02,1,1,0,Online Banking,Pending,5
CMP00566,C00851,P009,Incorrect Charges,2024-12-22,2024-12-26,4,5,0,Online Banking,Pending,3
CMP00567,C01956,P003,Card Blocked / Lost,2024-10-22,2024-10-25,3,2,1,Call Centre,Escalated,4
CMP00568,C01171,P006,Online Banking Issue,2024-06-22,2024-06-29,7,3,1,Online Banking,Escalated,5
CMP00569,C01286,P004,Account Access,2023-02-04,2023-02-11,7,3,1,Mobile App,Resolved,5
CMP00570,C00063,P010,Fraud Report,2024-07-28,2024-07-29,1,1,0,Branch,Pending,5
CMP00571,C00486,P008,Transaction Dispute,2023-01-08,2023-01-15,7,5,1,Branch,Resolved,4
CMP00572,C01546,P001,Card Blocked / Lost,2024-08-10,2024-08-11,1,2,0,Branch,Resolved,3
CMP00573,C00101,P009,Online Banking Issue,2023-04-05,2023-04-07,2,3,0,Mobile App,Resolved,4
CMP00574,C01035,P006,Fraud Report,2023-09-26,2023-09-27,1,1,0,Mobile App,Resolved,4
CMP00575,C01478,P009,Incorrect Charges,2023-04-02,2023-04-05,3,5,0,Online Banking,Resolved,3
CMP00576,C00343,P001,Transaction Dispute,2023-10-09,2023-10-13,4,5,0,Call Centre,Resolved,4
CMP00577,C00278,P004,Card Blocked / Lost,2024-10-12,2024-10-13,1,2,0,Online Banking,Resolved,4
CMP00578,C00666,P002,Online Banking Issue,2024-03-11,2024-03-12,1,3,0,Online Banking,Pending,4
CMP00579,C01827,P003,Incorrect Charges,2023-07-07,2023-07-18,11,5,1,Call Centre,Resolved,5
CMP00580,C00169,P001,Incorrect Charges,2024-04-16,2024-04-21,5,5,0,Online Banking,Resolved,5
CMP00581,C00601,P006,Transaction Dispute,2024-09-13,2024-09-18,5,5,0,Branch,Escalated,4
CMP00582,C00552,P003,Loan Statement Error,2023-05-20,2023-05-25,5,7,0,Call Centre,Pending,5
CMP00583,C00222,P008,Card Blocked / Lost,2024-12-11,2024-12-12,1,2,0,Mobile App,Resolved,3
CMP00584,C00561,P007,Online Banking Issue,2024-06-20,2024-06-22,2,3,0,Call Centre,Resolved,4
CMP00585,C00711,P004,Poor Service,2023-06-27,2023-07-06,9,10,0,Call Centre,Resolved,1
CMP00586,C00987,P007,Incorrect Charges,2023-03-23,2023-03-25,2,5,0,Online Banking,Resolved,1
CMP00587,C01606,P009,Incorrect Charges,2023-09-13,2023-09-17,4,5,0,Branch,Pending,3
CMP00588,C00731,P004,Online Banking Issue,2023-08-02,2023-08-04,2,3,0,Branch,Resolved,4
CMP00589,C01925,P004,Transaction Dispute,2024-07-05,2024-07-19,14,5,1,Branch,Resolved,5
CMP00590,C00364,P007,Poor Service,2024-09-20,2024-09-25,5,10,0,Branch,Resolved,4
CMP00591,C00402,P006,Transaction Dispute,2023-04-06,2023-04-08,2,5,0,Call Centre,Pending,3
CMP00592,C01639,P007,Card Blocked / Lost,2024-02-11,2024-02-12,1,2,0,Mobile App,Escalated,5
CMP00593,C01352,P003,Incorrect Charges,2024-02-10,2024-02-13,3,5,0,Online Banking,Resolved,4
CMP00594,C00157,P003,Transaction Dispute,2024-07-11,2024-07-13,2,5,0,Mobile App,Pending,2
CMP00595,C01928,P009,Fraud Report,2023-03-31,2023-04-01,1,1,0,Call Centre,Resolved,4
CMP00596,C00135,P007,Incorrect Charges,2024-09-28,2024-10-02,4,5,0,Mobile App,Resolved,5
CMP00597,C01331,P006,Loan Statement Error,2024-10-28,2024-11-04,7,7,0,Branch,Resolved,4
CMP00598,C01758,P005,Card Blocked / Lost,2024-04-29,2024-05-08,9,2,1,ATM,Pending,5
CMP00599,C00069,P001,Incorrect Charges,2024-05-31,2024-06-04,4,5,0,Call Centre,Resolved,4
CMP00600,C01714,P004,Online Banking Issue,2024-01-09,2024-01-10,1,3,0,Branch,Pending,3
CMP00601,C00971,P005,Poor Service,2024-04-06,2024-04-15,9,10,0,Branch,Resolved,3
CMP00602,C01043,P007,Incorrect Charges,2023-12-25,2023-12-28,3,5,0,Online Banking,Escalated,4
CMP00603,C00112,P009,Card Blocked / Lost,2023-04-19,2023-04-21,2,2,0,Branch,Pending,4
CMP00604,C00363,P005,Account Access,2023-04-07,2023-04-08,1,3,0,ATM,Resolved,5
CMP00605,C01979,P003,Account Access,2023-07-26,2023-07-29,3,3,0,Branch,Escalated,5
CMP00606,C00725,P006,Card Blocked / Lost,2023-09-11,2023-09-12,1,2,0,Branch,Resolved,5
CMP00607,C00522,P008,Transaction Dispute,2024-04-02,2024-04-06,4,5,0,Branch,Resolved,3
CMP00608,C00228,P006,Online Banking Issue,2024-02-10,2024-02-12,2,3,0,Branch,Resolved,5
CMP00609,C01269,P002,Incorrect Charges,2023-01-03,2023-01-13,10,5,1,Mobile App,Resolved,2
CMP00610,C01860,P004,Loan Statement Error,2024-05-25,2024-05-30,5,7,0,Mobile App,Escalated,2
CMP00611,C00466,P005,Account Access,2024-08-07,2024-08-14,7,3,1,Branch,Resolved,1
CMP00612,C01242,P008,Transaction Dispute,2024-08-27,2024-09-10,14,5,1,Branch,Resolved,3
CMP00613,C01004,P006,Account Access,2024-02-28,2024-02-29,1,3,0,Online Banking,Resolved,4
CMP00614,C00535,P001,Card Blocked / Lost,2024-02-18,2024-02-26,8,2,1,Online Banking,Pending,4
CMP00615,C01913,P008,Card Blocked / Lost,2024-10-18,2024-10-29,11,2,1,Branch,Resolved,5
CMP00616,C00844,P008,Incorrect Charges,2023-09-17,2023-09-23,6,5,1,Online Banking,Escalated,5
CMP00617,C00500,P009,Card Blocked / Lost,2024-07-24,2024-07-26,2,2,0,Mobile App,Resolved,4
CMP00618,C00379,P001,Account Access,2023-01-29,2023-02-01,3,3,0,Mobile App,Resolved,3
CMP00619,C01459,P010,Poor Service,2024-01-17,2024-02-03,17,10,1,Online Banking,Resolved,4
CMP00620,C01280,P009,Fraud Report,2024-02-05,2024-02-10,5,1,1,Online Banking,Resolved,5
CMP00621,C00235,P004,Transaction Dispute,2024-04-26,2024-04-30,4,5,0,Call Centre,Resolved,5
CMP00622,C00379,P007,Fraud Report,2024-06-15,2024-06-16,1,1,0,Branch,Resolved,3
CMP00623,C00174,P005,Incorrect Charges,2024-08-05,2024-08-17,12,5,1,Mobile App,Escalated,2
CMP00624,C01185,P007,Fraud Report,2023-12-28,2024-01-07,10,1,1,Mobile App,Resolved,5
CMP00625,C00371,P009,Account Access,2024-12-21,2024-12-22,1,3,0,Call Centre,Pending,1
CMP00626,C00842,P006,Online Banking Issue,2024-05-25,2024-06-01,7,3,1,Branch,Resolved,5
CMP00627,C00095,P004,Loan Statement Error,2024-03-11,2024-03-15,4,7,0,Online Banking,Resolved,5
CMP00628,C01295,P005,Transaction Dispute,2024-09-09,2024-09-12,3,5,0,Branch,Pending,4
CMP00629,C00607,P004,Loan Statement Error,2023-04-15,2023-04-17,2,7,0,Mobile App,Pending,4
CMP00630,C01486,P008,Online Banking Issue,2024-11-19,2024-11-20,1,3,0,Online Banking,Resolved,3
CMP00631,C01786,P006,Online Banking Issue,2024-05-10,2024-05-12,2,3,0,Mobile App,Resolved,4
CMP00632,C00424,P009,Online Banking Issue,2024-01-20,2024-01-22,2,3,0,ATM,Resolved,3
CMP00633,C01374,P002,Poor Service,2024-10-12,2024-10-15,3,10,0,Online Banking,Resolved,3
CMP00634,C01034,P009,Account Access,2023-08-20,2023-08-25,5,3,1,Call Centre,Resolved,2
CMP00635,C01497,P004,Fraud Report,2024-12-29,2024-12-31,5,1,1,Call Centre,Resolved,2
CMP00636,C00506,P001,Account Access,2023-08-09,2023-08-10,1,3,0,Mobile App,Resolved,4
CMP00637,C01143,P009,Incorrect Charges,2024-12-02,2024-12-04,2,5,0,Branch,Pending,5
CMP00638,C00388,P009,Transaction Dispute,2024-05-23,2024-05-28,5,5,0,Call Centre,Escalated,2
CMP00639,C01381,P004,Online Banking Issue,2023-07-07,2023-07-08,1,3,0,Mobile App,Pending,5
CMP00640,C00500,P010,Incorrect Charges,2024-04-02,2024-04-07,5,5,0,Mobile App,Resolved,3
CMP00641,C00394,P007,Account Access,2023-05-10,2023-05-21,11,3,1,Online Banking,Pending,4
CMP00642,C00454,P003,Card Blocked / Lost,2023-12-27,2024-01-06,10,2,1,Call Centre,Resolved,3
CMP00643,C00732,P009,Transaction Dispute,2024-12-29,2024-12-31,3,5,0,Branch,Escalated,5
CMP00644,C01776,P006,Account Access,2024-06-18,2024-06-19,1,3,0,Online Banking,Escalated,3
CMP00645,C01525,P010,Card Blocked / Lost,2024-07-25,2024-07-27,2,2,0,Mobile App,Pending,4
CMP00646,C01791,P006,Online Banking Issue,2024-04-09,2024-04-11,2,3,0,ATM,Resolved,5
CMP00647,C01711,P008,Poor Service,2023-09-26,2023-10-06,10,10,0,Call Centre,Resolved,5
CMP00648,C01706,P008,Online Banking Issue,2024-08-27,2024-08-28,1,3,0,Branch,Escalated,5
CMP00649,C01451,P006,Loan Statement Error,2024-06-19,2024-06-25,6,7,0,Call Centre,Resolved,4
CMP00650,C01257,P002,Account Access,2023-09-26,2023-09-28,2,3,0,Branch,Escalated,4
CMP00651,C00092,P005,Fraud Report,2024-03-16,2024-03-17,1,1,0,Branch,Escalated,4
CMP00652,C01157,P003,Account Access,2024-07-20,2024-07-25,5,3,1,Mobile App,Pending,5
CMP00653,C00569,P006,Online Banking Issue,2023-02-01,2023-02-04,3,3,0,Mobile App,Resolved,4
CMP00654,C01790,P003,Transaction Dispute,2024-12-24,2024-12-27,3,5,0,Call Centre,Pending,3
CMP00655,C01556,P004,Online Banking Issue,2023-04-16,2023-04-19,3,3,0,Mobile App,Resolved,1
CMP00656,C00918,P007,Card Blocked / Lost,2023-04-18,2023-04-20,2,2,0,Online Banking,Pending,2
CMP00657,C01855,P010,Fraud Report,2023-10-03,2023-10-04,1,1,0,Online Banking,Escalated,2
CMP00658,C00423,P010,Fraud Report,2023-11-19,2023-11-20,1,1,0,Call Centre,Resolved,2
CMP00659,C01441,P005,Loan Statement Error,2024-10-18,2024-11-03,16,7,1,Mobile App,Resolved,5
CMP00660,C01336,P003,Online Banking Issue,2024-12-22,2024-12-23,1,3,0,Online Banking,Pending,5
CMP00661,C01595,P004,Fraud Report,2023-08-14,2023-08-15,1,1,0,Call Centre,Resolved,3
CMP00662,C01683,P006,Loan Statement Error,2023-07-27,2023-08-03,7,7,0,Mobile App,Resolved,3
CMP00663,C01552,P006,Online Banking Issue,2024-05-19,2024-06-01,13,3,1,Mobile App,Resolved,4
CMP00664,C00244,P005,Account Access,2024-08-31,2024-09-01,1,3,0,Call Centre,Resolved,4
CMP00665,C00109,P001,Account Access,2023-01-12,2023-01-16,4,3,1,Call Centre,Resolved,4
CMP00666,C01761,P007,Account Access,2024-01-29,2024-01-31,2,3,0,Branch,Resolved,2
CMP00667,C01307,P005,Fraud Report,2024-05-17,2024-05-25,8,1,1,Mobile App,Resolved,4
CMP00668,C01690,P003,Poor Service,2024-11-13,2024-11-22,9,10,0,Online Banking,Escalated,5
CMP00669,C00176,P007,Online Banking Issue,2023-10-31,2023-11-03,3,3,0,Online Banking,Escalated,2
CMP00670,C01511,P002,Fraud Report,2023-09-10,2023-09-11,1,1,0,Online Banking,Resolved,3
CMP00671,C01085,P004,Incorrect Charges,2024-02-14,2024-02-15,1,5,0,Call Centre,Escalated,3
CMP00672,C00293,P008,Loan Statement Error,2023-09-23,2023-10-08,15,7,1,Mobile App,Pending,5
CMP00673,C00385,P001,Loan Statement Error,2024-09-17,2024-09-23,6,7,0,Call Centre,Resolved,3
CMP00674,C01778,P002,Poor Service,2024-07-16,2024-07-23,7,10,0,Online Banking,Resolved,4
CMP00675,C00940,P006,Incorrect Charges,2023-07-08,2023-07-12,4,5,0,Mobile App,Resolved,4
CMP00676,C01415,P009,Transaction Dispute,2023-03-11,2023-03-13,2,5,0,Branch,Escalated,5
CMP00677,C00956,P010,Poor Service,2023-04-16,2023-05-02,16,10,1,Mobile App,Pending,3
CMP00678,C00747,P006,Transaction Dispute,2024-02-14,2024-02-23,9,5,1,Mobile App,Resolved,1
CMP00679,C01522,P010,Online Banking Issue,2024-07-27,2024-07-29,2,3,0,Mobile App,Resolved,3
CMP00680,C01102,P009,Card Blocked / Lost,2023-02-20,2023-02-27,7,2,1,Online Banking,Resolved,3
CMP00681,C01664,P002,Incorrect Charges,2024-04-08,2024-04-19,11,5,1,Mobile App,Escalated,4
CMP00682,C02000,P002,Card Blocked / Lost,2024-08-27,2024-08-29,2,2,0,ATM,Resolved,2
CMP00683,C00647,P004,Loan Statement Error,2024-04-21,2024-04-24,3,7,0,Online Banking,Resolved,5
CMP00684,C01989,P003,Online Banking Issue,2023-01-17,2023-01-18,1,3,0,Branch,Resolved,5
CMP00685,C00279,P005,Account Access,2023-04-30,2023-05-13,13,3,1,Online Banking,Escalated,2
CMP00686,C00049,P006,Incorrect Charges,2023-03-01,2023-03-03,2,5,0,Mobile App,Resolved,4
CMP00687,C01140,P010,Fraud Report,2024-05-27,2024-05-28,1,1,0,Call Centre,Resolved,4
CMP00688,C01151,P005,Poor Service,2023-11-20,2023-11-26,6,10,0,Call Centre,Resolved,3
CMP00689,C00135,P006,Poor Service,2023-04-24,2023-05-06,12,10,1,Online Banking,Pending,3
CMP00690,C00429,P003,Poor Service,2023-12-11,2023-12-12,1,10,0,Mobile App,Pending,2
CMP00691,C01286,P007,Transaction Dispute,2024-02-11,2024-02-16,5,5,0,Call Centre,Escalated,5
CMP00692,C01539,P009,Incorrect Charges,2024-02-26,2024-02-28,2,5,0,Branch,Resolved,3
CMP00693,C01449,P009,Card Blocked / Lost,2023-06-13,2023-06-15,2,2,0,Mobile App,Resolved,3
CMP00694,C01387,P007,Account Access,2023-08-21,2023-08-22,1,3,0,Branch,Escalated,5
CMP00695,C01227,P006,Account Access,2024-02-23,2024-02-24,1,3,0,Online Banking,Pending,3
CMP00696,C01577,P002,Poor Service,2023-09-16,2023-09-18,2,10,0,Branch,Resolved,4
CMP00697,C00214,P008,Fraud Report,2023-07-21,2023-07-22,1,1,0,Mobile App,Resolved,4
CMP00698,C00456,P001,Loan Statement Error,2023-05-11,2023-05-15,4,7,0,Call Centre,Resolved,4
CMP00699,C00668,P007,Poor Service,2023-10-16,2023-10-30,14,10,1,Mobile App,Resolved,1
CMP00700,C01864,P005,Fraud Report,2024-05-21,2024-05-22,1,1,0,Call Centre,Pending,5
CMP00701,C00387,P009,Account Access,2023-06-12,2023-06-14,2,3,0,Call Centre,Pending,5
CMP00702,C00755,P004,Online Banking Issue,2023-01-18,2023-01-19,1,3,0,Mobile App,Escalated,5
CMP00703,C00511,P008,Card Blocked / Lost,2023-01-26,2023-01-28,2,2,0,Mobile App,Resolved,4
CMP00704,C01069,P003,Loan Statement Error,2024-06-27,2024-07-04,7,7,0,Online Banking,Escalated,5
CMP00705,C00026,P006,Poor Service,2024-12-28,2024-12-31,19,10,1,Mobile App,Resolved,5
CMP00706,C01039,P006,Fraud Report,2023-06-02,2023-06-03,1,1,0,Branch,Resolved,5
CMP00707,C00638,P004,Incorrect Charges,2024-07-04,2024-07-09,5,5,0,Call Centre,Pending,4
CMP00708,C01438,P002,Poor Service,2023-05-10,2023-05-18,8,10,0,Branch,Pending,4
CMP00709,C00357,P002,Incorrect Charges,2023-07-22,2023-07-31,9,5,1,ATM,Pending,4
CMP00710,C00342,P002,Fraud Report,2024-04-23,2024-04-24,1,1,0,Mobile App,Pending,3
CMP00711,C00505,P010,Account Access,2023-10-23,2023-10-25,2,3,0,Online Banking,Resolved,4
CMP00712,C00272,P010,Loan Statement Error,2024-03-17,2024-04-01,15,7,1,Branch,Escalated,4
CMP00713,C00829,P006,Incorrect Charges,2024-11-30,2024-12-01,1,5,0,Mobile App,Resolved,5
CMP00714,C00801,P003,Card Blocked / Lost,2023-01-15,2023-01-17,2,2,0,Call Centre,Escalated,3
CMP00715,C00951,P006,Fraud Report,2023-08-08,2023-08-14,6,1,1,Mobile App,Resolved,4
CMP00716,C01392,P003,Incorrect Charges,2023-12-27,2024-01-04,8,5,1,Call Centre,Resolved,4
CMP00717,C01698,P004,Card Blocked / Lost,2023-12-02,2023-12-13,11,2,1,Call Centre,Resolved,5
CMP00718,C01944,P009,Loan Statement Error,2023-11-14,2023-11-16,2,7,0,Online Banking,Resolved,5
CMP00719,C00989,P006,Card Blocked / Lost,2023-10-04,2023-10-05,1,2,0,Call Centre,Escalated,1
CMP00720,C01986,P008,Online Banking Issue,2023-09-26,2023-09-28,2,3,0,Call Centre,Resolved,4
CMP00721,C01083,P008,Loan Statement Error,2024-07-01,2024-07-06,5,7,0,Mobile App,Resolved,4
CMP00722,C01230,P008,Card Blocked / Lost,2023-10-24,2023-10-26,2,2,0,Branch,Escalated,4
CMP00723,C01908,P002,Loan Statement Error,2024-10-17,2024-10-22,5,7,0,Branch,Resolved,3
CMP00724,C01682,P010,Card Blocked / Lost,2024-09-15,2024-09-16,1,2,0,Mobile App,Pending,4
CMP00725,C01338,P004,Account Access,2024-01-04,2024-01-15,11,3,1,Call Centre,Resolved,4
CMP00726,C01218,P010,Transaction Dispute,2023-05-27,2023-05-29,2,5,0,Call Centre,Resolved,3
CMP00727,C00213,P001,Incorrect Charges,2023-08-19,2023-08-21,2,5,0,Online Banking,Resolved,5
CMP00728,C00745,P003,Online Banking Issue,2024-08-24,2024-08-26,2,3,0,Mobile App,Pending,4
CMP00729,C01063,P008,Incorrect Charges,2023-12-28,2023-12-29,1,5,0,Mobile App,Pending,3
CMP00730,C01692,P008,Loan Statement Error,2023-03-12,2023-03-17,5,7,0,ATM,Resolved,5
CMP00731,C01191,P003,Card Blocked / Lost,2023-06-20,2023-06-21,1,2,0,Branch,Resolved,5
CMP00732,C00318,P002,Account Access,2023-11-22,2023-11-25,3,3,0,Call Centre,Escalated,4
CMP00733,C00005,P009,Online Banking Issue,2024-07-24,2024-07-26,2,3,0,Online Banking,Pending,5
CMP00734,C00133,P002,Fraud Report,2024-09-26,2024-09-27,1,1,0,Call Centre,Escalated,5
CMP00735,C01084,P001,Online Banking Issue,2024-06-12,2024-06-19,7,3,1,Branch,Resolved,1
CMP00736,C00409,P003,Loan Statement Error,2024-08-12,2024-08-19,7,7,0,Call Centre,Resolved,1
CMP00737,C01230,P009,Online Banking Issue,2024-11-25,2024-11-27,2,3,0,Online Banking,Resolved,5
CMP00738,C00310,P003,Card Blocked / Lost,2023-04-30,2023-05-01,1,2,0,Branch,Escalated,5
CMP00739,C00461,P007,Fraud Report,2024-06-03,2024-06-12,9,1,1,Call Centre,Resolved,4
CMP00740,C01209,P004,Account Access,2024-11-17,2024-11-19,2,3,0,Mobile App,Resolved,3
CMP00741,C01334,P003,Transaction Dispute,2024-03-26,2024-03-28,2,5,0,Online Banking,Pending,3
CMP00742,C01669,P003,Incorrect Charges,2024-02-26,2024-02-28,2,5,0,Online Banking,Escalated,4
CMP00743,C01647,P005,Loan Statement Error,2024-07-09,2024-07-14,5,7,0,Call Centre,Resolved,4
CMP00744,C01629,P001,Online Banking Issue,2024-07-15,2024-07-17,2,3,0,Branch,Resolved,4
CMP00745,C00484,P002,Poor Service,2024-03-24,2024-04-01,8,10,0,Branch,Resolved,3
CMP00746,C00268,P004,Incorrect Charges,2024-03-25,2024-03-28,3,5,0,Call Centre,Resolved,4
CMP00747,C01735,P002,Card Blocked / Lost,2024-09-01,2024-09-12,11,2,1,Online Banking,Resolved,5
CMP00748,C00502,P006,Card Blocked / Lost,2023-05-15,2023-05-21,6,2,1,Mobile App,Escalated,4
CMP00749,C00140,P004,Incorrect Charges,2023-06-26,2023-06-29,3,5,0,Call Centre,Resolved,3
CMP00750,C00309,P003,Loan Statement Error,2024-11-01,2024-11-17,16,7,1,Call Centre,Resolved,4
CMP00751,C01020,P007,Account Access,2023-01-10,2023-01-13,3,3,0,Mobile App,Resolved,5
CMP00752,C00286,P002,Loan Statement Error,2023-09-13,2023-09-15,2,7,0,Call Centre,Pending,5
CMP00753,C01259,P009,Poor Service,2023-05-14,2023-06-03,20,10,1,Online Banking,Pending,5
CMP00754,C01419,P004,Transaction Dispute,2024-06-11,2024-06-14,3,5,0,Branch,Resolved,3
CMP00755,C01910,P001,Poor Service,2024-01-23,2024-01-26,3,10,0,Branch,Pending,5
CMP00756,C00404,P008,Fraud Report,2024-08-26,2024-09-04,9,1,1,Branch,Resolved,4
CMP00757,C00413,P001,Online Banking Issue,2024-09-13,2024-09-16,3,3,0,Online Banking,Resolved,5
CMP00758,C00254,P009,Incorrect Charges,2023-06-11,2023-06-16,5,5,0,Online Banking,Pending,4
CMP00759,C01664,P002,Online Banking Issue,2024-03-27,2024-03-29,2,3,0,Online Banking,Resolved,4
CMP00760,C01876,P002,Fraud Report,2023-03-08,2023-03-09,1,1,0,Online Banking,Resolved,1
CMP00761,C01392,P009,Fraud Report,2024-12-31,2024-12-31,1,1,0,Call Centre,Resolved,5
CMP00762,C01296,P003,Fraud Report,2023-01-06,2023-01-07,1,1,0,Online Banking,Escalated,4
CMP00763,C01746,P006,Poor Service,2023-04-19,2023-05-06,17,10,1,Mobile App,Resolved,4
CMP00764,C01723,P005,Card Blocked / Lost,2024-11-06,2024-11-07,1,2,0,ATM,Pending,2
CMP00765,C00762,P008,Online Banking Issue,2023-07-02,2023-07-03,1,3,0,ATM,Resolved,2
CMP00766,C00395,P009,Poor Service,2024-08-27,2024-08-30,3,10,0,Online Banking,Escalated,2
CMP00767,C01586,P008,Fraud Report,2023-06-04,2023-06-05,1,1,0,Mobile App,Pending,2
CMP00768,C00141,P004,Incorrect Charges,2024-05-08,2024-05-15,7,5,1,Branch,Resolved,5
CMP00769,C00474,P005,Transaction Dispute,2023-10-03,2023-10-07,4,5,0,Call Centre,Resolved,3
CMP00770,C00558,P009,Incorrect Charges,2023-04-12,2023-04-14,2,5,0,Online Banking,Escalated,3
CMP00771,C01724,P003,Poor Service,2023-04-10,2023-04-12,2,10,0,Mobile App,Escalated,4
CMP00772,C00638,P009,Card Blocked / Lost,2024-11-06,2024-11-08,2,2,0,Branch,Resolved,2
CMP00773,C01396,P003,Online Banking Issue,2023-08-10,2023-08-11,1,3,0,Branch,Resolved,5
CMP00774,C00465,P002,Fraud Report,2023-12-08,2023-12-09,1,1,0,Call Centre,Resolved,4
CMP00775,C01368,P002,Transaction Dispute,2023-03-20,2023-03-25,5,5,0,Call Centre,Pending,4
CMP00776,C00178,P010,Poor Service,2024-12-05,2024-12-14,9,10,0,Mobile App,Resolved,4
CMP00777,C01890,P002,Online Banking Issue,2024-06-17,2024-06-20,3,3,0,Online Banking,Escalated,5
CMP00778,C00184,P003,Poor Service,2023-04-27,2023-04-29,2,10,0,Mobile App,Resolved,3
CMP00779,C01045,P008,Transaction Dispute,2023-12-03,2023-12-06,3,5,0,Mobile App,Resolved,4
